,User,Date Created,Number of Likes,Number of Retweet,Source of Tweet,Tweet
42,PIB in Manipur,2022-09-26 05:04:15+00:00,0,1,Twitter for Android,"#IndiaFightsCorona 
কোবিদ-১৯গী অপদেৎ

লৈবাক শিনবা থুংনা চত্থরিবা তিকা থাবগী খোঙজংগী মখাদা তিকা দোজ পুন্না করোর 217.… https://t.co/B0s2XdR6S6"
43,DailyThanthi,2022-09-26 04:58:16+00:00,2,0,Twitter Web App,"https://t.co/cszkuHPWJM

#COVID19Pandemic #CoronaVirusUpdates #IndiaFightsCorona #dailythanthi #dt #dtnews https://t.co/bBDGnXlzWs"
44,ABP माझा,2022-09-26 04:57:07+00:00,2,0,TweetDeck,"Covid19 Updates : चांगली बातमी! देशात 4129 नवे कोरोनाबाधित, 20 रुग्णांचा मृत्यू
#Corona #CoronavirusUpdates… https://t.co/lgG487X4p3"
45,Sambad (ସମ୍ବାଦ),2022-09-26 04:45:15+00:00,2,0,TweetDeck,ଦେଶରେ ଗତ ୨୪ଘଣ୍ଟା ମଧ୍ୟରେ ୪ହଜାର ୧୨୯ଜଣ ନୂତନ କରୋନା ସଂକ୍ରମଣ ଚିହ୍ନଟ । ମୋଟ ମୃତ୍ୟୁ ସଂଖ୍ୟା ୫ଲକ୍ଷ ୨୮ହଜାର ୫୩୦କୁ ବୃଦ୍ଧି । କେ… https://t.co/TNZvMX26Fa
46,"Central Bureau of Communication, Aligarh",2022-09-26 04:03:08+00:00,0,0,Twitter for Android,"#IndiaFightsCorona
#Unite2FightCorona
#LargestVaccineDrive https://t.co/X8TNy9nR5W"
47,"Central Bureau of Communication, Aligarh",2022-09-26 04:02:20+00:00,0,0,Twitter for Android,"#IndiaFightsCorona
#Unite2FightCorona
#LargestVaccineDrive https://t.co/xUnNUcKJqq"
48,Times Now Navbharat,2022-09-26 03:52:17+00:00,1,0,Twitter Web App,"#NewsAlert | भारत में पिछले 24 घंटों में 4,129 नए मामले सामने आए और 4,688 लोग ठीक हुए.

सक्रिय मामले: 43,415
डेली… https://t.co/R5Gd6yZjfo"
49,Vaccinate India,2022-09-26 03:35:03+00:00,0,0,Vaccinate India,"India Top States and Districts with Free Vaccination Slots: 26-Sep-2022 09:05 AM
Search Slot and Get Notification:… https://t.co/SA2sw1PA6P"
50,CBC kanker-central bureau of communication,2022-09-26 02:18:46+00:00,0,4,Twitter for Android,"RT @CBCKailashahar: #IndiaFightsCorona
#Unite2FightCorona
#LargestVaccineDrive https://t.co/7MuCAvaxNV"
51,Save Soil,2022-09-26 01:52:55+00:00,0,3,Twitter for Android,"RT @COVIDNewsByMIB: #IndiaFightsCorona:

📍𝑴𝒐𝒓𝒆 𝒕𝒉𝒂𝒏 15 lakh (15,63,151) 𝒗𝒂𝒄𝒄𝒊𝒏𝒆 𝒅𝒐𝒔𝒆𝒔 𝒂𝒅𝒎𝒊𝒏𝒊𝒔𝒕𝒆𝒓𝒆𝒅 𝒊𝒏 𝒕𝒉𝒆 𝒍𝒂𝒔𝒕 24 𝒉𝒐𝒖𝒓𝒔.

☑️Together we can…"
52,Save Soil,2022-09-26 01:52:52+00:00,0,3,Twitter for Android,"RT @COVIDNewsByMIB: #IndiaFightsCorona:

📍#COVID19 Active Cases in India (As on 25th September, 2022): 43,994

✅Keep following #COVIDApprop…"
53,Save Soil,2022-09-26 01:52:50+00:00,0,2,Twitter for Android,"RT @COVIDNewsByMIB: #IndiaFightsCorona:

📍More than 3 Lakh (3,02,283) #COVID19 samples tested in the last 24 hours.

✅Together, we can win…"
54,Save Soil,2022-09-26 01:52:44+00:00,0,1,Twitter for Android,"RT @COVIDNewsByMIB: #IndiaFightsCorona: 

➡️5,196 patients recovered during last 24 hours 

➡️4.39 crore total recoveries across the countr…"
55,Save Soil,2022-09-26 01:52:42+00:00,0,1,Twitter for Android,"RT @COVIDNewsByMIB: #IndiaFightsCorona:

➡️217.56 crore vaccine doses administered so far

➡️89.36 crore total tests conducted so far

#We4…"
56,Save Soil,2022-09-26 01:52:39+00:00,0,1,Twitter for Android,"RT @COVIDNewsByMIB: #IndiaFightsCorona: 

➡️Active caseload stands at 43,994

➡️Active cases stand at 0.10%

➡️Weekly positivity rate curre…"
57,Save Soil,2022-09-26 01:52:35+00:00,0,1,Twitter for Android,"RT @COVIDNewsByMIB: #IndiaFightsCorona:

#COVID19 UPDATE (As on 25th September, 2022) 

➡️4,777 daily new cases in the last 24 hours 

➡️Da…"
58,Lazy Photon,2022-09-26 01:50:36+00:00,0,334,Twitter for iPhone,"RT @ReSanskrit: जीवन के मंझधार में मांझी,
डटे रहो तुम कश्ती संभाल​।

आज भले ही रात है गहरी,
कल सुबह होगी सुनहरी।

समय ही समय को हराएगा,
समय…"
59,Arijit Debbarman,2022-09-25 18:33:21+00:00,0,0,Twitter for iPhone,Day 906 #coronavirusindia #COVID19 #IndiaFightsCorona #Kolkata #quarantinelife #StayHome #StaySafe
60,Anish Negi,2022-09-25 17:36:35+00:00,0,6,Anish Bot,"RT @PIBChandigarh: Hurry up and get a free jab before 30th September

#IndiaFightsCorona #LargestVaccineDrive 
@MoHFW_INDIA @COVIDNewsByMIB…"
61,Bimlendu,2022-09-25 17:34:43+00:00,0,6,Bimlendu Bot,"RT @PIBChandigarh: Hurry up and get a free jab before 30th September

#IndiaFightsCorona #LargestVaccineDrive 
@MoHFW_INDIA @COVIDNewsByMIB…"
62,vivek bb,2022-09-25 17:29:07+00:00,0,6,vivek_vaibhav_bot,"RT @PIBChandigarh: Hurry up and get a free jab before 30th September

#IndiaFightsCorona #LargestVaccineDrive 
@MoHFW_INDIA @COVIDNewsByMIB…"
63,Balwant Thakur,2022-09-25 17:27:15+00:00,0,6,balwant_bot,"RT @PIBChandigarh: Hurry up and get a free jab before 30th September

#IndiaFightsCorona #LargestVaccineDrive 
@MoHFW_INDIA @COVIDNewsByMIB…"
64,Mr. Ramesh 🕉️🇮🇳🚩,2022-09-25 17:14:59+00:00,0,5295,Twitter for Android,"RT @CharuPragya: My heartfelt gratitude to the entire police force and administration working day &amp; night as #IndiaFightsCorona.

Rarely an…"
65,Vaccinate India,2022-09-25 15:45:07+00:00,0,0,Vaccinate India,"India Covid-19 Vaccination Update: 25-Sep-2022 09:15 PM
View More: https://t.co/1RkYnhdKLt

#LargestVaccineDrive… https://t.co/lCZbgFqWv0"
66,Andhravilas,2022-09-25 14:08:26+00:00,0,0,IFTTT,Amarinder thanks PM for naming airport after Shaheed Bhagat Singh https://t.co/liu88VA2w0 #RahulGandhi… https://t.co/EZKuayEdT9
67,Covid-19 Help,2022-09-25 14:01:37+00:00,0,448,COVID-19 HELPER,"RT @MaheshFanTrends: Hyderabad Oxygen Beds 👍

#IndiaFightsCorona #BedsAvailability #Hyderabad https://t.co/YOlBpgoemd"
68,Chuttugunta MBFC™🔔(VJWD),2022-09-25 14:01:00+00:00,0,448,Twitter for Android,"RT @MaheshFanTrends: Hyderabad Oxygen Beds 👍

#IndiaFightsCorona #BedsAvailability #Hyderabad https://t.co/YOlBpgoemd"
69,"Central Bureau Of Communication,Varanasi",2022-09-25 13:23:12+00:00,0,4,Twitter for Android,"RT @CBCKailashahar: #IndiaFightsCorona
#Unite2FightCorona
#LargestVaccineDrive https://t.co/7MuCAvaxNV"
70,Ankit Sahu,2022-09-25 12:58:16+00:00,0,6,Twitter for Android,"RT @PIB_India: #COVID19 Update

💠15,63,151 doses administered in last 24 hours

💠India's Active caseload currently stands at 43,994

💠Recov…"
71,Marcus the KNIGHT of the Darkness,2022-09-25 12:47:43+00:00,0,23,Twitter Web App,RT @ChahalNonProfit: Please visit: https://t.co/nwHMIQCVa4 to help #Punjab Fight Corona by providing rapid test kits directly to Punjab hos…
72,"Central Bureau of Communication, Madurai",2022-09-25 12:42:43+00:00,0,17,Twitter Web App,"RT @PIB_India: 📍Update on COVID-19 Vaccine Availability in States/UTs

💠More than 203.53 Crore vaccine doses provided to States/UTs

💠More…"
73,PIB in Punjab,2022-09-25 12:42:04+00:00,0,7,Twitter for Android,"RT @PIBChandigarh: #COVID Vaccination #AmritMahotsav

Free Precaution dose is started on 15 July 2022, hurry up and get your jab as soon as…"
74,PIB in Punjab,2022-09-25 12:41:29+00:00,0,6,Twitter for Android,"RT @PIBChandigarh: Hurry up and get a free jab before 30th September

#IndiaFightsCorona #LargestVaccineDrive 
@MoHFW_INDIA @COVIDNewsByMIB…"
75,PIB in Himachal Pradesh,2022-09-25 12:09:11+00:00,0,6,Twitter for Android,"RT @PIBChandigarh: Hurry up and get a free jab before 30th September

#IndiaFightsCorona #LargestVaccineDrive 
@MoHFW_INDIA @COVIDNewsByMIB…"
76,Vaccinate India,2022-09-25 11:35:03+00:00,0,0,Vaccinate India,"India Top States and Districts with Free Vaccination Slots: 25-Sep-2022 05:05 PM
Search Slot and Get Notification:… https://t.co/mcQIJCO2xZ"
77,Andhravilas,2022-09-25 11:13:22+00:00,0,0,IFTTT,Housewife gang-raped in Telangana https://t.co/m5AhTTdMdt #Lockdown #Breakingnews #Indiapolitics #AndhraPolitics… https://t.co/JqD2n0dODg
78,PIB in Chandigarh | #AmritMahotsav,2022-09-25 11:05:00+00:00,9,6,Twitter Media Studio,"Hurry up and get a free jab before 30th September

#IndiaFightsCorona #LargestVaccineDrive 
@MoHFW_INDIA… https://t.co/vAUjGPnoxe"
79,Field Outreach Bureau. Tura,2022-09-25 11:02:00+00:00,0,4,Twitter for Android,"RT @CBCKailashahar: #IndiaFightsCorona
#Unite2FightCorona
#LargestVaccineDrive https://t.co/7MuCAvaxNV"
80,Field Outreach Bureau. Tura,2022-09-25 11:01:54+00:00,0,2,Twitter for Android,"RT @CBCAgartala: #IndiaFightsCorona
#Unite2FightCorona
#LargestVaccineDrive https://t.co/y2NOVbiWRc"
81,Andhravilas,2022-09-25 10:23:48+00:00,0,0,IFTTT,Ankita case: Father refuses cremation till final post-mortem report comes https://t.co/lNDhiPfEYJ #IndiaCovid… https://t.co/0yW58SbMfN
82,Andhravilas,2022-09-25 10:13:25+00:00,0,0,IFTTT,"If any of MLAs who went to Manesar is made CM, govt may topple: Gehlot camp minister https://t.co/WHSuPj5EPE… https://t.co/7HZYPkCvAn"
83,Anish Negi,2022-09-25 09:39:10+00:00,0,7,Anish Bot,"RT @PIBChandigarh: #COVID Vaccination #AmritMahotsav

Free Precaution dose is started on 15 July 2022, hurry up and get your jab as soon as…"
84,Bimlendu,2022-09-25 09:37:38+00:00,0,7,Bimlendu Bot,"RT @PIBChandigarh: #COVID Vaccination #AmritMahotsav

Free Precaution dose is started on 15 July 2022, hurry up and get your jab as soon as…"
85,"CBC Field Office, Agartala",2022-09-25 09:37:30+00:00,0,4,Twitter for Android,"RT @CBCKailashahar: #IndiaFightsCorona
#Unite2FightCorona
#LargestVaccineDrive https://t.co/7MuCAvaxNV"
86,"CBC Field Office, Kailashahar",2022-09-25 09:36:20+00:00,0,2,Twitter for Android,"RT @CBCAgartala: #IndiaFightsCorona
#Unite2FightCorona
#LargestVaccineDrive https://t.co/y2NOVbiWRc"
87,"CBC Field Office, Kailashahar",2022-09-25 09:35:03+00:00,3,4,Twitter for Android,"#IndiaFightsCorona
#Unite2FightCorona
#LargestVaccineDrive https://t.co/7MuCAvaxNV"
88,vivek bb,2022-09-25 09:33:03+00:00,0,7,vivek_vaibhav_bot,"RT @PIBChandigarh: #COVID Vaccination #AmritMahotsav

Free Precaution dose is started on 15 July 2022, hurry up and get your jab as soon as…"
89,Balwant Thakur,2022-09-25 09:31:31+00:00,0,7,balwant_bot,"RT @PIBChandigarh: #COVID Vaccination #AmritMahotsav

Free Precaution dose is started on 15 July 2022, hurry up and get your jab as soon as…"
90,"Central Bureau of Communication, Aligarh",2022-09-25 09:20:45+00:00,0,0,Twitter for Android,"#IndiaFightsCorona:

📍More than 3 Lakh (3,02,283) #COVID19 samples tested in the last 24 hours.

✅Together, we can… https://t.co/v1EgbCIt87"
91,"CBC Field Office, Agartala",2022-09-25 09:06:36+00:00,3,2,Twitter for Android,"#IndiaFightsCorona
#Unite2FightCorona
#LargestVaccineDrive https://t.co/y2NOVbiWRc"
92,Nehru Yuva Kendra Mandi,2022-09-25 08:54:56+00:00,0,654,Twitter for Android,"RT @Nyksindia: Covid-19 Booster Dose free for the 18-59 age group.

#covid19 #staysafe #IndiaFightsCorona #LargestVaccineDrive"
93,Sambad (ସମ୍ବାଦ),2022-09-25 08:00:02+00:00,4,0,TweetDeck,"ଆଜି ବି ୫ ହଜାର ତଳେ ଦେଶର ଦୈନିକ କୋଭିଡ୍-୧୯ ସଂକ୍ରମଣ, କମୁଛି ସକ୍ରିୟ ଆକ୍ରାନ୍ତଙ୍କ ସଂଖ୍ୟା
#COVID19 #IndiaFightsCorona #Sambad 
https://t.co/uJTMZmDPfp"
94,PIB in Karnataka,2022-09-25 07:58:26+00:00,0,6,Twitter Web App,"RT @PIB_India: #COVID19 Update

💠15,63,151 doses administered in last 24 hours

💠India's Active caseload currently stands at 43,994

💠Recov…"
95,Field Outreach Bureau. Tura,2022-09-25 07:56:11+00:00,0,2,Twitter for Android,"RT @CBCAgartala: #IndiaFightsCorona
#Unite2FightCorona
#LargestVaccineDrive https://t.co/yBfkDPwNBT"
96,PIB in Himachal Pradesh,2022-09-25 06:43:58+00:00,0,7,Twitter for Android,"RT @PIBChandigarh: #COVID Vaccination #AmritMahotsav

Free Precaution dose is started on 15 July 2022, hurry up and get your jab as soon as…"
97,Héphaïstos,2022-09-25 06:32:05+00:00,0,7,Hephaistos bot,"RT @PIBChandigarh: #COVID Vaccination #AmritMahotsav

Free Precaution dose is started on 15 July 2022, hurry up and get your jab as soon as…"
98,PIB in Chandigarh | #AmritMahotsav,2022-09-25 06:32:00+00:00,9,7,Twitter Media Studio,"#COVID Vaccination #AmritMahotsav

Free Precaution dose is started on 15 July 2022, hurry up and get your jab as so… https://t.co/GpDRyCDh14"
99,Drishtibhongi,2022-09-25 06:30:00+00:00,0,0,TweetDeck,"দেশে অ্যাকটিভ কেস পৌঁছে গিয়েছে ০.১০ শতাংশে 

 @mansukhmandviya #COVID19 #Coronavirus #CovidUpdates… https://t.co/rHyrJIuW12"
,User,Date Created,Number of Likes,Number of Retweet,Source of Tweet,Tweet
,User,Date Created,Number of Likes,Number of Retweet,Source of Tweet,Tweet
0,Abhisek Das,2022-09-26 07:22:32+00:00,0,0,Twitter for Android,@BlueDartCares @BlueDart_ @KetanKulkarni09 This case of investigation under Bludart is gone into darkness just like… https://t.co/wpVZ1txy4V
1,Muslim Qadri,2022-09-26 05:14:42+00:00,0,0,Twitter for Android,@SkyKing_Courier @consumerforum @jagograhakjago hi i have received damage parcle from Delhi attached is the way bil… https://t.co/qp6t36Vl7G
